Company_Name,Age_group,First_trading_date_on_NSE,NSE_symbol,BSE_scrip_id,NSE_suspended_from_date,First_trading_date_on_BSE,NSE_suspended_to_date,BSE_suspended_from_date,BSE_suspended_to_date,Date_of_delisting_from_BSE,Promoters_In_nos__Shares_held,Promoters_In_nos__Pledged_Shares,Indian_Promoters_In_nos__Shares_held,Foreign_Promoters_In_nos__Shares_held,Total_Shares_In_%__Shares_held,Total_Shares_In_%__Pledged_Shares,Promoters_In_%__Shares_held,Promoters_In_%__Pledged_Shares,Indian_Promoters_In_%__Shares_held,Indian_Promoters_In_%__Pledged_Shares,Foreign_Promoters_In_%__Shares_held,Foreign_Promoters_In_%__Pledged_Shares,AIS_DATE_L3,QIS_DATE_L3,AIS_Net__sales_L3,QIS_Net__sales_L3,AIS_L3_Net_ProfitLossafter_tax,QIS_L3_Net_ProfitLossafter_tax,AIS_DATE_L2,QIS_DATE_L2,QIS_Net__sales_L2,AIS_Net__sales_L2,QIS_L2_Net_ProfitLossafter_tax,AIS_L2_Net_ProfitLossafter_tax,QIS_DATE_L1,AIS_DATE_L1,AIS_Net__sales_L1,QIS_Net__sales_L1,QIS_L1_Net_ProfitLossafter_tax,AIS_L1_Net_ProfitLossafter_tax,QIS_DATE_L,AIS_DATE_L,AIS_Net__sales_L,QIS_Net__sales_L,AIS_L_Net_ProfitLossafter_tax,QIS_L_Net_ProfitLossafter_tax,AFC_Sales,AFS_Sales,AFS_Income_from_financial_services,AFC_Income_from_financial_services,AFC_Interest_income,AFS_Interest_income,AFS_Dividend_income,AFC_Dividend_income,AFC_Total_expenses,AFS_Total_expenses,AFC_Profit_after_tax,AFS_Profit_after_tax,AFS_Total_liabilities,AFC_Total_liabilities,AFC_Total_capital,AFS_Total_capital,AFC_Reserves_and_funds,AFS_Reserves_and_funds,AFC_Noncurrent_liabilities,AFS_Noncurrent_liabilities,AFS_Long_term_borrowings,AFC_Long_term_borrowings,AFC_Current_liabilities_&_provisions,AFS_Current_liabilities_&_provisions,AFS_Total_assets,AFC_Total_assets,AFC_Net_fixed_assets,AFS_Net_fixed_assets,AFC_Long_term_investments,AFS_Long_term_investments,AFC_Long_term_loans_&_advances,AFS_Long_term_loans_&_advances,AFC_Other_long_term_assets,AFS_Other_long_term_assets,AFS_Current_assets,AFC_Current_assets,AFC_Short_term_investments,AFC_Short_term_investments,AFS_Short_term_inventories,AFC_Short_term_inventories,AFS_Cash_balance,AFC_Cash_balance,AFC_Bank_balance_short_term,AFS_Bank_balance_short_term,AFC_Net_cash_flow_from_operating_activities,AFS_Net_cash_flow_from_operating_activities,AFC_Net_cash_inflow_or_outflow,AFS_Net_cash_inflow_or_outflow,AFS_Net_cash_inflow_or_outflow,AFC_Net_cash_inflow_or_outflow,AFC_Cash_and_cash_equivalent,AFS_Cash_and_cash_equivalent,BSE_Closing_Price_INR,Market_Capitalisation_CR,NSE_Date_,Beta,NSE_Closing_Price_INR,BSE_Face_Value_INR_,BSE_EPS_INR,NSE_Shares_Outstanding_,Alpha,NSE_Face_Value_INR,BSE_Consolidated_EPS_INR,NSE_EPS_INR,BSE_Cash_EPS_INR,NSE_Consolidated_EPS_INR,BSE_Consolidated_Cash_EPS_INR,NSE_Cash_EPS_INR,BSE_PE_,BSE_PB_,NSE_Consolidated_Cash_EPS,BSE_Enterprise_value,NSE_PE_,NSE_PB_,BSE_Market_Capitalisation__Enterprise_Value,BSE_Enterprise_Value__PBDITA,NSE_Enterprise_value,NSE_Market_Capitalisation__Enterprise_Value,NSE_Enterprise_Value__PBDITA
Vodafone Idea Ltd.,After 1991,09-03-2007,IDEA,IDEA,,09-03-2007,,,,,24515033148,,5310046656,19204986492,100,,50.36,,10.91,,39.45,,31-03-2020,30-09-2022,44715,10546.4,-73131.5,-7562.8,31-03-2021,31-12-2022,10552.9,41672.7,-7954,-46293.7,31-03-2023,31-03-2022,38220.7,10474.9,-6519.3,-28237.2,30-06-2023,31-03-2023,41917.1,10575.7,-29307.8,-7838.9,42159.7,41903.4,279.8,285.2,247.1,241.7,,,71863.5,71562.1,-29301.6,-29307.8,231612.2,231532.9,48679.7,48679.7,-123038.8,-122518.5,244630.6,244021.8,214347,214352.6,61261.4,61429.2,231612.2,231532.9,156255.2,151981.1,5.8,162.6,5136.5,5020.7,14306.6,14292.1,19668.2,15141.6,,,0.4,16.3,16.8,17.1,838.3,754.8,18868.7,18366.1,-5413.6,-4966,-14592.9,-14679.5,228.8,221.6,11.73,57028.26,15-09-2023,1.21,11.7,10,-6.12,48679689205,-0.38,10,-6.14,-6.12,-1.56,-6.14,-1.45,-1.56,,,-1.45,294875.18,,,0.19,17.84,294729.14,0.19,17.83
Voith Paper Fabrics India Ltd.,Between 1951 and 1971,16-09-1996,PORRITSPEN,VOITHPAPR,,12-05-1993,,,,,3252418,,,3252418,100,,74.04,,0,,74.04,,31-03-2020,30-09-2022,117.53,44.2,24.54,7.62,31-03-2021,31-12-2022,39.05,118.53,6.99,27.07,31-03-2023,31-03-2022,145.24,42.59,9.83,29.31,30-06-2023,31-03-2023,164.37,44.43,31.76,9.66,,165.3,9.76,,,9.69,,,,146.09,,31.76,420.96,,,4.39,,310.91,,75.14,,,,30.52,420.96,,,79.37,,,,82.14,,,253.62,,,,32.11,,,,,188.21,,26.17,,-21.67,-2.66,,,13.01,1670.95,379.07,27-11-2000,0.71,55,10,77.61,4392559,0.05,10,,7.97,100.33,,,11.59,21.53,2.28,,545.76,6.9,0.62,1.34,10.27,17.16,1.41,1.36
Volplast Ltd.,Between 1986 and 1990,,,VOLPLAST,,13-08-1996,,30-01-2003,,,3319200,,3319200,,100,,41.47,,41.47,,,,,,,,,,31-03-1995,,,0.62,,0.62,,30-06-1997,1.24,,,0.08,30-06-1999,31-03-1999,7.52,10.5,0.16,0.81,,,,,,,,,,0.01,,-0.01,7.57,,,8,,-1.54,,,,,,,7.57,,,0.01,,,,,,,,,,,,,0.05,,,,,0.3,,-0.32,,,,0.05,0.25,0.2,,0.49,,10,0.01,,0.75,,,,0.05,,,,20.01,0.03,,1.56,,,0.13,22.29,,,
Voltaire Leasing & Finance Ltd.,Between 1972 and 1985,,,VOLLF,,07-05-1985,,19-07-2010,25-07-2010,,119834,,119834,,100,,2.91,,2.91,,0,,31-03-2020,30-09-2022,1.71,0.21,0.02,0.04,31-03-2021,31-12-2022,0.26,1.23,0.1,0.06,31-03-2023,31-03-2022,0.92,0.13,-0.03,0.22,30-06-2023,31-03-2023,0.79,0.2,0.19,-0.44,,,0.79,,,0.79,,,,0.61,,0.19,20.41,,,4.12,,15.51,,,,,,0.78,20.41,,,0.07,,,,19.6,,,0.63,,,,0.06,,0.11,,,0.02,,-4.61,,4.56,,,,0.13,11.21,4.62,,0.08,,10,0.19,,-0.22,,,,0.24,,,,57.7,0.24,,4.49,,,1.03,13.59,,,
Voltamp Transformers Ltd.,Between 1951 and 1971,20-09-2006,VOLTAMP,VOLTAMP,,20-09-2006,,,,,5058562,,5058562,,100,,50,,50,,0,,31-03-2020,30-09-2022,858.58,317.63,89.38,45.94,31-03-2021,31-12-2022,357.47,692.31,50.76,112.22,31-03-2023,31-03-2022,1127.21,439.86,76.57,132.84,30-06-2023,31-03-2023,1385.1,322.19,199.94,50.78,,1376.35,37.12,,,16.12,0.03,,,1221.72,,199.94,1226.41,,,10.12,,1097.1,,17.01,,,,102.18,1226.41,,,67.33,,650.37,,4.75,,,500.02,,,67.23,174.77,,0.26,,,17.66,,167.97,,-127.25,-36.3,,,17.72,5119.4,5176.93,15-09-2023,0.93,5114.6,10,219.61,10117120,0.33,10,,219.61,229.3,,,229.3,23.31,4.72,,5161.44,23.29,4.72,1,18.84,5156.58,1,18.82
Voltas Ltd.,Between 1951 and 1971,07-11-1994,VOLTAS,VOLTAS,,16-06-1989,,,,,100253480,,100253480,,100,,30.3,,30.3,,0,,31-03-2020,30-09-2022,7206.6,1408.95,595.09,1057.82,31-03-2021,31-12-2022,1422.59,6377.97,44.32,570.3,31-03-2023,31-03-2022,7098.6,2251.84,156.59,583.47,30-06-2023,31-03-2023,7674.92,2699.25,1405.31,214.61,9440.67,7608.29,153.99,119.72,42.11,41.86,9.26,6.91,9137.74,7219.06,256.87,1405.31,10540.18,11266.47,74.73,33.08,5418.99,6740.02,311.35,284.8,42.49,46.54,5461.4,3482.28,10540.18,11266.47,475.26,387.69,2850.89,4704.64,115.75,93.77,274.28,265.84,4861.86,7288.35,307.16,307.16,1547.02,1591.97,9.14,9.94,698.44,380.34,159.38,35.29,-81.6,-71.64,-41.94,55.05,693.36,373.82,893.85,29577.79,15-09-2023,1.1,893.95,1,12.53,330884740,-0.04,1,11.79,12.53,13.7,11.79,13.07,13.7,71.33,4.32,13.07,28400.79,71.34,4.32,1.04,16.44,28404.1,1.04,16.44
Vuenow Infratech Ltd.,After 1991,,,VUENOW,,06-09-1996,,27-02-1999,11-11-2022,,9714300,,9714300,,100,,41.87,,41.87,,,,31-03-2020,30-09-2022,,,-0.07,-0.38,31-03-2021,31-12-2022,,,-0.05,-0.06,31-03-2023,31-03-2022,,,-0.08,-0.02,30-06-2023,31-03-2023,,0.19,-0.56,0.09,,,,,,,,,,0.56,,-0.56,0.08,,,17.37,,-18.5,,1.2,1.2,,,0.01,0.08,,,,,,,0.08,,,,,,,,,,,,,,-0.56,,,0.45,,,0.01,4.99,11.58,,,,10,-0.17,,,,,,-0.16,,,,,2.42,,12.78,,,0.91,0,,,
W E Win Ltd.,After 1991,09-08-2017,WEWIN,WEWIN,,15-06-2022,,,,,7194482,,7194482,,100,,70.8,,70.8,,0,,31-03-2020,30-09-2022,40.03,11.41,2.17,0.44,31-03-2021,31-12-2022,12.26,36.14,0.32,1.15,31-03-2023,31-03-2022,41.61,13.6,0.87,2.1,30-06-2023,31-03-2023,48.79,14,2.4,0.65,48.78,48.78,0.26,0.26,0.26,0.26,,,46.7,46.69,2.4,2.4,38.27,38.36,10.16,10.16,13.56,13.47,3.22,3.22,2.39,2.39,11.42,11.42,38.27,38.36,3.56,3.56,0.1,,1.21,1.21,,,28.86,28.85,,,,,0.01,0.01,4.91,4.91,-4.16,-4.16,-5.18,-5.18,7.21,7.21,4.92,4.92,76.57,77.67,15-09-2023,0.82,76.3,10,2.33,10161000,0.57,10,2.33,2.33,3.79,2.33,3.56,3.79,32.83,3.2,3.56,80.96,32.71,3.19,0.96,16.23,80.69,0.96,16.17
W H Brady & Co. Ltd.,Before 1950,,,WHBRADY,,02-01-1981,,,,,1880869,,1880869,,100,,73.76,,73.76,,0,,31-03-2020,30-09-2022,33.08,7.92,3.2,1.07,31-03-2021,31-12-2022,5.68,20.11,0.4,2.08,31-03-2023,31-03-2022,22.04,6.86,0.28,1.84,30-06-2023,31-03-2023,26.28,9.17,2.05,1.46,74.53,26.28,0.96,1.43,0.71,0.55,0.03,0.03,68.94,25.15,6.84,2.05,51.78,81.75,6.66,2.55,48.03,37.42,6.46,5.43,0,0,20.6,6.38,51.78,81.75,10.26,2.67,16.65,26.86,7.32,7.25,,,15,45.21,9.38,5.58,0.14,10.91,,0.01,7.61,5.85,11.21,6.16,-6.93,-6.14,-0.16,-4.44,0.11,0.1,365.05,93.09,,0.6,,10,12.63,,0.32,,29.02,,15.37,,34.12,,28.91,2.25,,49.29,,,1.89,14.16,,,
W P I L Ltd.,Between 1951 and 1971,,,WPIL,,16-05-1985,,,,,6914874,290000,6914874,,100,2.97,70.8,4.19,70.8,4.19,0,,31-03-2020,30-09-2022,371.93,246.9,59.25,19.74,31-03-2021,31-12-2022,272.81,340.33,48.68,59.73,31-03-2023,31-03-2022,529.82,351.48,58.63,63.87,30-06-2023,31-03-2023,1002.44,182.2,143.03,22.06,1785.11,1002.75,30.34,25.9,9.02,17.23,,,1632.25,904.41,217,143.03,1174.4,2210.24,112.8,9.77,800.05,647.25,151.35,12.41,0.55,111.45,1146.04,504.97,1174.4,2210.24,467.02,88.22,19.73,49.02,26.59,196.67,86.4,85.48,750.4,1596.55,,,80.15,341.89,0.32,2.29,256.6,157.06,187.26,63.75,-94.57,-57.07,-20.63,-102.01,97.12,16.13,2926.4,2858.24,,1.26,,10,148.04,,0.59,,195.29,,153.91,,232.21,,19.77,4.33,,2745.62,,,1.04,12.79,,,
W S F X Global Pay Ltd.,Between 1986 and 1990,,,WSFX,,28-07-1986,,,,,7223894,,7223894,,100,,62.43,,62.43,,0,,31-03-2020,30-09-2022,36.32,13.88,-0.52,0.93,31-03-2021,31-12-2022,11.2,20.08,0.34,-5.13,31-03-2023,31-03-2022,28.82,12.7,0.49,-4.42,30-06-2023,31-03-2023,46.08,12.13,1.17,0.11,,,47.32,22.03,0.9,1.2,,,28.01,46.26,-5.14,1.17,70.43,47.59,11.6,11.6,18.1,15.86,0.58,4.99,2.03,,17.31,37.98,70.43,47.59,6.1,6.06,0.18,0.36,3.51,5.61,2.17,9.37,43.1,32.65,0.1,,2.08,0.65,0.27,0.17,18.31,17.3,-8.24,-4.48,7.32,-5.61,-0.83,-1.27,12.21,2.16,51.22,59.27,,0.8,,10,1.69,,0.09,,,,3.5,,,,30.4,2.15,,49.08,,,1.21,11.88,,,
W S Industries (India) Ltd.,Between 1951 and 1971,13-12-1995,WSI,WSIND,23-02-2000,02-01-1981,27-07-2007,,,,25795662,,25795662,,100,,56.65,,56.65,,,,31-03-2020,30-09-2022,0.21,3.81,-4.96,-2.15,31-03-2021,31-12-2022,24.94,,5.93,-6.58,31-03-2023,31-03-2022,,50.7,-0.39,-3.83,30-06-2023,31-03-2023,79.67,45.83,3.2,4.97,,,,,,,,,79.52,79.42,-59.41,-59.31,87,86.94,39.01,39.01,-49.4,-49.36,35.5,35.52,35.5,35.5,61.83,61.83,87,86.94,0.02,0.02,,0.05,0.01,0.02,44.96,44.96,41.95,41.95,,,,,0.01,,22.57,22.57,-16.23,-16.13,141.98,141.94,-103.35,-103.35,22.58,22.57,112.1,511.66,15-09-2023,0.24,112.65,10,0.58,45531585,1.1,10,0.57,0.58,0.64,0.57,0.64,0.64,194.81,11.14,0.64,537.4,195.77,11.2,0.95,0,539.9,0.95,0
Waa Solar Ltd.,After 1991,,,WAA,,12-06-2018,,,,,9261964,6766050,9261964,,100,51,69.81,73.05,69.81,73.05,0,,31-03-2020,,25,,10.29,,31-03-2021,,,24.44,,3.31,,31-03-2022,23.52,,,4.94,,31-03-2023,25.81,,6.49,,44.19,23.52,0.34,1.22,1.22,0.34,,,41.51,19.1,4,4.94,225.68,321.86,24.73,13.27,158.2,158.17,113.92,40.01,40.01,113.92,25.01,14.23,225.68,321.86,138.22,58.47,82.15,117.63,,,,,49.58,101.49,,,1.53,0.97,,0.34,13.53,7.26,33.95,17.5,-18.28,-0.42,-16.95,-38.51,13.87,7.26,84.63,112.28,,1.24,,10,4.91,,0.13,,7.44,,11.53,,19.47,,17.22,0.63,,162.53,,,0.69,7.86,,,
Waaree Renewable Technologies Ltd.,After 1991,,,WAAREERTL,,09-08-2012,,,,,15510049,,15510049,,100,,74.51,,74.51,,0,,31-03-2020,30-09-2022,1.98,117.94,-0.19,8.43,31-03-2021,31-12-2022,71.99,7.6,26.61,2.34,31-03-2023,31-03-2022,153.56,59.6,15.64,20.4,30-06-2023,31-03-2023,341.73,127.01,59.41,11.96,350.96,341.74,5.12,1.25,1.1,4.97,,,297.16,287.51,55.33,59.41,254.57,282.8,20.67,20.81,64.33,90.63,46.35,1.02,,30.48,151.45,142.11,254.57,282.8,74.28,9.27,,0.22,0.7,0.06,,,164.86,127.56,,,36.52,36.52,,,16.51,12.74,65.14,58.14,-65.96,-65.99,-2.31,-9.19,3.26,3.02,1276.8,2658.95,,0.58,,10,30.06,,1.59,,27.05,,30.19,,28.51,,42.47,21.53,,2646.21,,,1,32.46,,,
Waaree Technologies Ltd.,After 1991,,,WAAREE,,14-09-2015,,,,,6006267,,6006267,,100,,55.78,,55.78,,0,,31-03-2020,31-12-2015,,1.05,-0.14,0.01,31-03-2021,31-03-2016,1.54,,0.05,-0.14,30-06-2016,31-03-2022,13.13,0,0,0.19,30-09-2016,31-03-2023,29.4,2.44,-1.09,0.06,,29.4,0.32,,,0.02,,,,32.89,,-1.09,32.96,,,10.77,,0.47,,0.1,,,,21.62,32.96,,,7.5,,0.2,,,,,24.05,,,,13.15,,,,,4.53,,9.15,,-8.87,3.01,,,4.53,351,377.96,,,,10,-1.01,,,,,,-0.38,,,,,33.66,,377.16,,,1,0,,,
Wagend Infra Venture Ltd.,Between 1972 and 1985,,,WAGEND,,18-06-1982,,31-03-2016,14-07-2016,,3361264,,3361264,,100,,7.13,,7.13,,0,,31-03-2020,30-09-2022,,,0.07,0.02,31-03-2021,31-12-2022,0.35,,-0.1,-5.73,31-03-2023,31-03-2022,,0.01,0.12,0.12,30-06-2023,31-03-2023,0.37,0.06,0.03,-0.09,,,0.39,,,0.32,,,,0.36,,0.03,9.9,,,9.43,,-0.27,,,,,,0.74,9.9,,,0,,,,,,,9.9,,,,1.25,,,,,0.01,,-0.2,,,,,,0.01,0.72,3.39,,0.53,,2,-0.01,,-1.09,,,,-0.01,,,,,0.37,,3.38,,,1,42.29,,,
Walchand Peoplefirst Ltd.,Before 1950,,,WALCHPF,,05-03-1981,,,,,1672397,,1672397,,100,,57.59,,57.59,,0,,31-03-2020,30-09-2022,22.25,4.82,0.41,0.48,31-03-2021,31-12-2022,6.06,8.82,2.79,-0.16,31-03-2023,31-03-2022,17.81,5.11,0.11,1.85,30-06-2023,31-03-2023,20.2,5.68,3.5,0.32,11.68,20.7,0.71,0.79,0.01,0.71,,0.09,16.87,20.78,-3.53,3.5,29.21,16.4,3.27,2.9,4.13,19.8,,1.5,0.37,,6.93,5.01,29.21,16.4,4.17,2.48,,3.01,,2.16,,4.84,16.24,,,,,,,,,11.31,22.21,0.34,0.75,0.08,-0.53,-23.07,0.46,0.94,190.8,55.41,,1.26,,10,4.89,,-0.05,,,,7.13,,,,39.02,2.44,,37,,,1.5,7.74,,,
Walchandnagar Industries Ltd.,Before 1950,11-10-1995,WALCHANNAG,WALCHANNAG,,02-01-1984,,,,,16028695,11042285,10967895,5060800,100,24.02,34.87,68.89,23.86,55.09,11.01,98.8,31-03-2020,30-09-2022,298.05,72.19,-65.46,-15.15,31-03-2021,31-12-2022,72.98,325.64,-5.51,-57.24,31-03-2023,31-03-2022,299.19,112.1,56.44,-38.07,30-06-2023,31-03-2023,322.09,67.19,19.58,-11.41,,322.45,6.95,,,2.15,,,,411.11,,19.58,939.26,,,9.19,,234.66,,225.88,66.74,,,469.53,939.26,,,283.33,,1.96,,22.45,,72.68,521.03,,,,131.71,,0.03,,,53.84,,76.13,,8.1,-85.39,,,1.78,121.95,560.29,15-09-2023,1.87,121.85,2,-20.27,45963224,-0.53,2,,-20.27,-16.3,,,-16.3,,2.41,,862.43,,2.41,0.65,6.75,861.97,0.65,6.74
Wallfort Financial Services Ltd.,After 1991,,,WALLFORT,,14-10-1996,,,,,7262600,,7262600,,100,,74.97,,74.97,,0,,31-03-2020,30-09-2022,12.33,10.67,-22.97,7.63,31-03-2021,31-12-2022,11.29,30.11,5.87,15.01,31-03-2023,31-03-2022,28.12,3.83,-5.12,13.72,30-06-2023,31-03-2023,23.06,17.81,5.05,13.89,,,36.27,,,0.96,1.39,,,22.58,,13.72,115.97,,,9.69,,104.37,,,,,,1.91,115.97,,,1.46,,,,,,,,,,,,,0.04,,,,,-2.47,,4.16,-0.16,,,2.36,82.24,79.67,,0.52,,10,22.99,,-0.11,,,,23.32,,,,3.58,0.6,,14.96,,,5.33,0.54,,,
Walpar Nutritions Ltd.,After 1991,28-07-2021,WALPAR,,,,,,,,3225220,,3225220,0,100,,71.02,,71.02,,0,,,,,,,,31-03-2021,,,6.07,,0.15,,31-03-2022,26.76,,,0.42,,31-03-2023,28.7,,0.29,,26.76,26.76,0.01,0.01,0.01,0.01,,,27.01,26.97,0.36,0.42,23.35,28.09,6.15,4.54,6.45,6.49,1.65,1.61,1.61,1.65,13.84,10.71,23.35,28.09,2.01,0.94,0.11,2.56,2.04,2.31,0.42,0.42,16.91,18.82,,,5.92,5.92,0.08,0.08,0.38,0.26,-1.09,-0.33,-6.14,-4.58,4.28,6.71,0.46,0.34,,40.73,15-09-2023,,86.75,,,4695220,,10,,0.62,,1.3,,1.15,,,5.37,,140.45,3.33,,,44.4,0.92,35.52
Wanbury Ltd.,Between 1986 and 1990,29-01-2007,WANBURY,WANBURY,,17-07-1992,,,,,13029561,9998304,10005561,3024000,100,30.57,39.84,76.74,30.59,99.93,9.25,,31-03-2020,30-09-2022,367.45,123.96,64.46,-0.89,31-03-2021,31-12-2022,125.78,392.52,-3.28,-12.61,31-03-2023,31-03-2022,511.19,132.98,1.02,81.47,30-06-2023,31-03-2023,499.65,146.29,-10.4,4.69,511.19,511.19,0.67,0.67,0.67,0.67,,,538.46,538.46,81.47,81.47,492.28,496.5,32.67,32.67,-56.09,-30.49,80.06,80.06,4.13,4.13,439.86,410.04,492.28,496.5,167.11,167.11,0.01,0.01,9.43,9.43,2.42,2.42,247.09,251.31,,,49.73,49.73,0.05,0.05,25.26,25.22,40.53,40.53,0.59,0.59,-28.59,-28.59,22.53,22.49,60.48,198.5,15-09-2023,1.24,60.85,10,0.65,32720498,0.08,10,0.65,0.65,4.48,0.65,4.48,4.48,93.35,,4.48,250.92,93.92,,0.79,2.14,252.13,0.79,2.15
Wardwizard Foods & Beverages Ltd.,Between 1951 and 1971,,,WARDWIZFBL,,15-05-2015,,,,,122605212,,122605212,,100,,52.82,,52.82,,,,31-03-2020,30-09-2022,,1.29,-0.13,0.13,31-03-2021,31-12-2022,3.8,,-1.98,-0.16,31-03-2023,31-03-2022,,2.72,-6.94,-0.2,30-06-2023,31-03-2023,7.81,4.26,-8.94,-6.65,,7.83,0.17,,,0.17,,,,18.09,,-8.94,155.92,,,50.63,,68.92,,30.6,29.79,,,5.77,155.92,,,74.28,,2.46,,13.56,,,65.23,,,0.02,1.15,,0.19,,,31.34,,-48.95,,-27.58,101.82,,,31.53,43.51,1010.04,,-0.07,,1,-0.67,,1.19,,,,-0.59,,,,,19.34,,1008.88,,,1,0,,,
Wardwizard Innovations & Mobility Ltd.,Between 1972 and 1985,,,WARDINMOBI,,05-05-2015,,24-12-2015,26-04-2016,,183670000,,183670000,,100,,70.09,,70.09,,0,,31-03-2020,30-09-2022,0.1,63.89,-0.91,2.5,31-03-2021,31-12-2022,69.83,39.32,3.43,1.87,31-03-2023,31-03-2022,184.56,50.55,1.45,8.48,30-06-2023,31-03-2023,238.93,37.87,9.45,1.75,0.1,184.56,0.59,0.1,0.1,,,,1.12,176.41,-0.92,8.48,183.3,11.36,7.54,25.92,-1.23,36.33,0.01,0.21,,,0.45,120.84,183.3,11.36,0.42,36.17,0.01,,4.96,9.99,,2.42,134.42,5.97,,,71.58,2.04,0.02,0.02,1.37,17.07,,10.84,,-21.69,25.65,,,17.08,41.81,1095.64,,0.86,,1,0.35,,1.23,,0.32,,0.56,,0.53,,119.87,15.27,,1078.55,,,1.02,74.23,,,
Warren Tea Ltd.,Between 1972 and 1985,06-06-1995,WARRENTEA,WARRENTEA,,02-01-1981,,,,,8809999,,8809999,,100,,73.72,,73.72,,0,,31-03-2020,30-09-2022,122.91,24.21,-24.17,3.73,31-03-2021,31-12-2022,14.37,105.93,-14.16,32.43,31-03-2023,31-03-2022,89.74,1.17,4.42,7.1,30-06-2023,31-03-2023,57.62,,-4.96,-0.54,57.04,57.04,0.72,0.72,0.61,0.61,,,110.63,110.97,-4.96,-4.96,117.62,125.25,11.95,11.95,79.75,72.15,2.77,2.74,1.63,1.63,30.78,30.78,117.62,125.25,4.87,4.87,39.07,31.47,10.98,10.98,0.04,0.04,65.73,65.76,8.08,8.08,,,,,17.44,17.44,-51.56,,89.96,,,-22.03,17.43,,50.9,62.11,26-07-2002,0.96,59.25,10,-47.89,10700120,-0.34,10,-46.46,2.1,-46.83,,-45.39,8.07,,0.73,,45.06,28.18,0.65,1.35,1.62,65.7,0.96,4.76
Waterbase Ltd.,Between 1986 and 1990,14-02-1995,WATERBASE,WATERBASE,,17-06-1993,,,,,28602925,,28602925,,100,,69.04,,69.04,,0,,31-03-2020,30-09-2022,322.43,87.91,18.54,0.22,31-03-2021,31-12-2022,70.69,211.51,-2.39,5.93,31-03-2023,31-03-2022,298.73,65.62,-1.9,0.1,30-06-2023,31-03-2023,304.08,111.23,-3.47,0.91,298.73,298.73,2.16,2.16,2.1,2.1,,,312.35,312.33,0.07,0.1,320.59,320.53,41.43,41.43,144.56,144.66,77.47,77.46,0.98,0.98,57.07,57.04,320.59,320.53,64.98,64.98,,0.06,77.75,77.76,0.01,0.01,167.69,167.7,,,58.92,58.92,0.04,0.04,46.91,41.59,2.32,2.35,27.59,27.56,-5.31,-5.31,24.82,24.8,86.48,358.61,15-09-2023,1.09,86.65,10,-0.77,41426779,-0.69,10,-0.77,-0.77,1.5,-0.77,1.5,1.5,,1.95,1.5,323.77,,1.96,1.11,21.48,324.47,1.11,21.53
We Internet Ltd.,Between 1972 and 1985,20-06-2013,NIVINFRA,NIVINFRA,07-01-2014,14-02-1995,,07-01-2014,03-07-2018,04-07-2018,19813495,0,19813495,,100,0,26.59,0,26.59,0,,,31-03-2010,31-03-2013,0.03,1.27,-0.21,-9.39,31-03-2011,30-06-2013,0.64,7.03,0.26,1.04,30-09-2013,31-03-2012,22.57,0.44,-0.19,1.77,31-12-2013,31-03-2013,14.55,0.67,-8.88,-0.13,,14.55,0.08,,,0.08,,,,23.75,,-8.88,79.23,,,74.51,,-14.72,,3.05,3.05,,,16.39,79.23,,,37.75,,,,9.84,,,28.51,,,,,,0.59,,,0.82,,-53.68,,-1.9,56.03,,,1.42,1.13,10.54,06-01-2014,0.65,1.7,10,-1.22,74514928,0.28,10,,-1.22,0.03,,,0.03,,0.14,,10.55,,0.21,0.8,14.65,14.8,0.86,20.55
Wealth First Portfolio Managers Ltd.,After 1991,30-03-2016,WEALTH,,,,,,,,7884747,,7884747,0,100,,74,,74,,0,,31-03-2020,30-09-2022,14.54,11.54,1.29,6.68,31-03-2021,31-12-2022,8.48,23.72,4.07,12.79,31-03-2023,31-03-2022,31.35,9.78,1.07,18.77,30-06-2023,31-03-2023,31.66,11.17,13.51,8.44,1.57,1.46,32.92,32.92,0.95,0.95,0.22,0.22,16.02,15.99,18.56,18.48,76.31,76.51,10.66,10.66,54.93,54.77,0.69,0.69,,,10.23,10.19,76.31,76.51,1.3,1.3,17.43,18.03,8.95,8.95,2.99,2.98,44.94,45.73,,,31.25,31.68,0.03,0.03,5.41,5.16,20.94,20.9,-17.64,-17.64,0.57,0.57,5.44,5.2,,335.15,15-09-2023,0.16,314.55,,,10655000,1.23,10,,19.01,,19.26,,19.44,,,19.68,,16.54,4.09,,,328.85,1.02,12.35
Web Element Solutions Ltd.,After 1991,,,WEBSL,,,,,,,1484200,,1484200,,100,,21.91,,21.91,,0,,31-03-2020,,1.5,,0.07,,31-03-2021,,,1.18,,0.02,,31-03-2022,1.07,,,0.15,,31-03-2023,2.04,,0.31,,,1.07,0.37,,,0.37,,,,1.29,,0.15,6.63,,,6.78,,-0.41,,,,,,0.26,6.63,,,0.05,,,,0.4,,,6.18,,,0.02,,,,,,0.42,,-0.16,,0.36,-0.03,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
